Date,Open,High,Low,Close,Volume
1986-05-06,0.0768932,0.0768932,0.0768932,0.0768932,14117100.196102
1986-05-07,0.0768932,0.0768932,0.0768932,0.0768932,7476212.7434684
1986-05-08,0.0768932,0.0768932,0.0768932,0.0768932,5137289.9826429
1986-05-09,0.0768932,0.0768932,0.0768932,0.0768932,8812747.8329538
1986-05-12,0.0768932,0.0768932,0.0768932,0.0768932,15203032.960938
1986-05-13,0.0768932,0.0768932,0.0768932,0.0768932,5554954.6877997
1986-05-14,0.0768932,0.0768932,0.0768932,0.0768932,13490604.683172
1986-05-15,0.0768932,0.0768932,0.0768932,0.0768932,5513187.2904012
1986-05-16,0.0768932,0.0768932,0.0768932,0.0768932,17333128.003598
1986-05-19,0.0768932,0.0768932,0.0768932,0.0768932,15954832.725801
1986-05-20,0.0768932,0.0768932,0.0768932,0.0768932,89881665.765744
1986-05-21,0.0768932,0.0768932,0.0768932,0.0768932,11736410.037877
1986-05-22,0.0768932,0.0768932,0.0768932,0.0768932,6390284.098113
1986-05-23,0.0768932,0.0768932,0.0768932,0.0768932,5930849.9358183
1986-05-27,0.0768932,0.0768932,0.0768932,0.0768932,20131483.896847
1986-05-28,0.0768932,0.0768932,0.0768932,0.0768932,22512186.413509
1986-05-29,0.0768932,0.0845253,0.0768932,0.0845253,66241785.36922
1986-05-30,0.0845253,0.0845253,0.0845253,0.0845253,39260576.002877
1986-06-02,0.0845253,0.0845253,0.0845253,0.0845253,28610106.96879
1986-06-03,0.0845253,0.0845253,0.0768932,0.0845253,7267382.9655643
1986-06-04,0.0845253,0.0845253,0.0768932,0.0845253,6849718.2604076
1986-06-05,0.0845253,0.0845253,0.0768932,0.0845253,19880890.841024
1986-06-06,0.0845253,0.0845253,0.0845253,0.0845253,4970219.3631793
1986-06-09,0.0845253,0.0845253,0.0768932,0.0768932,18377290.281423
1986-06-10,0.0768932,0.0768932,0.0768932,0.0768932,4970219.3631793
1986-06-11,0.0768932,0.0768932,0.0768932,0.0768932,3341326.9100814
1986-06-12,0.0768932,0.0768932,0.0768932,0.0768932,19880890.841024
1986-06-13,0.0768932,0.0768932,0.0768932,0.0768932,11444042.375568
1986-06-16,0.0768932,0.0768932,0.0768932,0.0768932,13908268.358458
1986-06-17,0.0768932,0.0768932,0.0768932,0.0768932,18962020.456695
1986-06-18,0.0768932,0.0768932,0.0768932,0.0768932,6306753.4227951
1986-06-19,0.0768932,0.0768932,0.0768932,0.0768932,12279371.785882
1986-06-20,0.0768932,0.0768932,0.0768932,0.0768932,5513187.2904012
1986-06-23,0.0768932,0.0768932,0.0768932,0.0768932,66993585.134085
1986-06-24,0.0768932,0.0768932,0.0768932,0.0768932,21133884.956495
1986-06-25,0.0768932,0.0768932,0.0768932,0.0768932,22094517.588873
1986-06-26,0.0768932,0.0768932,0.069028,0.069028,27774769.319519
1986-06-27,0.069028,0.069028,0.069028,0.069028,15077734.88822
1986-06-30,0.069028,0.0768932,0.069028,0.0768932,90424625.454008
1986-07-01,0.0768932,0.0768932,0.0768932,0.0768932,68998375.924811
1986-07-02,0.0768932,0.0768932,0.0768932,0.0768932,76307523.198166
1986-07-03,0.0768932,0.0768932,0.0768932,0.0768932,20507388.413694
1986-07-07,0.0768932,0.0768932,0.069028,0.069028,20382084.16176
1986-07-08,0.069028,0.069028,0.069028,0.069028,20674454.913679
1986-07-09,0.069028,0.069028,0.069028,0.069028,66910047.249679
1986-07-10,0.069028,0.069028,0.0615709,0.0615709,67995977.954774
1986-07-11,0.0615709,0.069028,0.0615709,0.069028,25227012.66131
1986-07-14,0.0615709,0.069028,0.0615709,0.069028,41474208.929944
1986-07-15,0.069028,0.069028,0.0615709,0.069028,19129091.076159
1986-07-16,0.069028,0.069028,0.069028,0.069028,13574136.388359
1986-07-17,0.069028,0.069028,0.069028,0.069028,10065744.008163
1986-07-18,0.069028,0.069028,0.069028,0.069028,17876091.81134
1986-07-21,0.069028,0.069028,0.069028,0.069028,5095524.644984
1986-07-22,0.069028,0.0768932,0.069028,0.0768932,15244799.328465
1986-07-23,0.0768932,0.0768932,0.069028,0.069028,30155464.627092
1986-07-24,0.0768932,0.0768932,0.0768932,0.0768932,20507388.413694
1986-07-25,0.0768932,0.0768932,0.0768932,0.0768932,29654263.067398
1986-07-28,0.0768932,0.0768932,0.0768932,0.0768932,17124293.076345
1986-07-29,0.0768932,0.0768932,0.069028,0.069028,20382084.16176
1986-07-30,0.069028,0.069028,0.069028,0.069028,38299949.549717
1986-07-31,0.069028,0.069028,0.069028,0.069028,22679250.853753
1986-08-01,0.069028,0.069028,0.069028,0.069028,18711423.281393
1986-08-04,0.069028,0.069028,0.069028,0.069028,18043161.400934
1986-08-05,0.069028,0.069028,0.069028,0.069028,4093125.6450768
1986-08-06,0.069028,0.069028,0.0615709,0.069028,26563541.571578
1986-08-07,0.069028,0.069028,0.0615709,0.069028,5304353.3930182
1986-08-08,0.069028,0.069028,0.069028,0.069028,6014385.7604851
1986-08-11,0.069028,0.069028,0.069028,0.069028,11527573.050885
1986-08-12,0.069028,0.069028,0.069028,0.069028,14492999.5636
1986-08-13,0.069028,0.069028,0.069028,0.069028,9982209.2133664
1986-08-14,0.069028,0.0768932,0.069028,0.0768932,29194833.024583
1986-08-15,0.0768932,0.0768932,0.069028,0.0768932,8854515.2303522
1986-08-18,0.0768932,0.0768932,0.069028,0.069028,18544359.871018
1986-08-19,0.069028,0.069028,0.069028,0.069028,29570736.51156
1986-08-20,0.069028,0.069028,0.069028,0.069028,30113698.259563
1986-08-21,0.069028,0.0768932,0.069028,0.069028,71838501.2752
1986-08-22,0.069028,0.069028,0.069028,0.069028,8353316.7602684
1986-08-25,0.069028,0.069028,0.069028,0.069028,3508390.3204567
1986-08-26,0.069028,0.069028,0.069028,0.069028,15745996.76868
1986-08-27,0.069028,0.069028,0.069028,0.069028,13824738.71301
1986-08-28,0.069028,0.069028,0.069028,0.069028,4970219.3631793
1986-08-29,0.069028,0.069028,0.069028,0.069028,36879884.814783
1986-09-02,0.069028,0.069028,0.069028,0.069028,7559747.5382652
1986-09-03,0.069028,0.069028,0.0615709,0.0615709,26563541.571578
1986-09-04,0.069028,0.069028,0.069028,0.069028,57178434.181745
1986-09-05,0.069028,0.0768932,0.069028,0.0768932,38216408.575701
1986-09-08,0.0768932,0.0768932,0.069028,0.069028,13950037.815597
1986-09-09,0.069028,0.0768932,0.069028,0.0768932,54421841.566415
1986-09-10,0.0768932,0.0768932,0.069028,0.069028,15787765.195948
1986-09-11,0.069028,0.0768932,0.069028,0.069028,51707013.258873
1986-09-12,0.069028,0.069028,0.069028,0.069028,35459821.109719
1986-09-15,0.069028,0.069028,0.069028,0.069028,32619690.609982
1986-09-16,0.069028,0.069028,0.069028,0.069028,7517981.1707366
1986-09-17,0.069028,0.069028,0.069028,0.069028,11652876.272951
1986-09-18,0.069028,0.069028,0.069028,0.069028,7768583.4953877
1986-09-19,0.069028,0.069028,0.069028,0.069028,3633689.4230427
1986-09-22,0.069028,0.069028,0.069028,0.069028,6515591.4396571
1986-09-23,0.069028,0.069028,0.069028,0.069028,8645676.1836205
1986-09-24,0.069028,0.069028,0.069028,0.069028,6933249.9655953
1986-09-25,0.069028,0.069028,0.069028,0.069028,7476212.7434684
1986-09-26,0.069028,0.069028,0.069028,0.069028,3383093.27761
1986-09-29,0.069028,0.069028,0.069028,0.069028,8979814.3329384
1986-09-30,0.069028,0.069028,0.069028,0.069028,7517981.1707366
1986-10-01,0.069028,0.069028,0.069028,0.069028,47029156.408655
1986-10-02,0.069028,0.069028,0.069028,0.069028,32953827.729429
1986-10-03,0.069028,0.069028,0.069028,0.069028,21342716.794138
1986-10-06,0.069028,0.0768932,0.069028,0.0768932,123754357.70029
1986-10-07,0.0768932,0.0768932,0.0768932,0.0768932,86707405.355646
1986-10-08,0.0768932,0.0768932,0.0768932,0.0768932,173456575.01908
1986-10-09,0.0768932,0.0845253,0.0768932,0.0768932,134237766.41361
1986-10-10,0.0768932,0.0845253,0.0768932,0.0845253,111307919.41442
1986-10-13,0.0845253,0.0845253,0.0768932,0.0768932,39344110.797673
1986-10-14,0.0768932,0.0845253,0.0768932,0.0768932,18669658.973604
1986-10-15,0.0768932,0.0845253,0.0768932,0.0845253,92137066.090209
1986-10-16,0.0845253,0.0845253,0.0845253,0.0845253,31700829.494481
1986-10-17,0.0845253,0.0845253,0.0845253,0.0845253,180473365.95869
1986-10-20,0.0845253,0.0845253,0.0845253,0.0845253,63151058.72405
1986-10-21,0.0845253,0.0922057,0.0845253,0.0922057,162973161.15641
1986-10-22,0.0922057,0.0922057,0.0922057,0.0922057,79147657.817381
1986-10-23,0.0922057,0.0922057,0.0922057,0.0922057,102161038.5815
1986-10-24,0.0922057,0.0922057,0.0845253,0.0922057,147018338.72931
1986-10-27,0.0922057,0.0922057,0.0922057,0.0922057,182227557.51438
1986-10-28,0.0922057,0.0999629,0.0922057,0.0922057,206869828.67185
1986-10-29,0.0922057,0.0922057,0.0922057,0.0922057,77184627.214965
1986-10-30,0.0922057,0.0922057,0.0922057,0.0922057,64362288.531731
1986-10-31,0.0922057,0.0922057,0.0922057,0.0922057,92429423.453822
1986-11-03,0.0922057,0.0922057,0.0922057,0.0922057,61188031.211243
1986-11-04,0.0922057,0.0999629,0.0922057,0.0999629,78897061.671948
1986-11-05,0.0999629,0.107588,0.0999629,0.107588,65406459.048516
1986-11-06,0.107588,0.107588,0.0999629,0.107588,105251756.9877
1986-11-07,0.107588,0.107588,0.107588,0.107588,64278756.826544
1986-11-10,0.107588,0.107588,0.0999629,0.0999629,41599505.972791
1986-11-11,0.0999629,0.0999629,0.0999629,0.0999629,17249595.26854
1986-11-12,0.0999629,0.107588,0.0999629,0.0999629,49535152.878553
1986-11-13,0.0999629,0.0999629,0.0999629,0.0999629,43813136.840118
1986-11-14,0.0999629,0.0999629,0.0999629,0.0999629,27148270.71698
1986-11-17,0.0999629,0.0999629,0.0999629,0.0999629,35250986.182467
1986-11-18,0.0999629,0.0999629,0.0999629,0.0999629,86540336.795922
1986-11-19,0.0999629,0.0999629,0.0999629,0.0999629,70669041.954526
1986-11-20,0.0999629,0.107588,0.0999629,0.107588,142382251.33624
1986-11-21,0.107588,0.115141,0.107588,0.115141,132065908.09302
1986-11-24,0.115141,0.122947,0.107588,0.122947,252103034.36639
1986-11-25,0.122947,0.122947,0.122947,0.122947,138915622.23395
1986-11-26,0.122947,0.122947,0.122947,0.122947,56259577.185723
1986-11-28,0.122947,0.122947,0.115141,0.115141,59935035.036034
1986-12-01,0.115141,0.122947,0.115141,0.115141,58431439.625783
1986-12-02,0.115141,0.122947,0.115141,0.115141,41724807.135116
1986-12-03,0.115141,0.115141,0.115141,0.115141,50996979.861536
1986-12-04,0.115141,0.115141,0.115141,0.115141,61647460.22419
1986-12-05,0.115141,0.115141,0.115141,0.115141,155914620.32719
1986-12-08,0.115141,0.115141,0.115141,0.115141,32870292.934633
1986-12-09,0.115141,0.115141,0.115141,0.115141,23347512.734213
1986-12-10,0.115141,0.115141,0.115141,0.115141,40012375.767743
1986-12-11,0.115141,0.115141,0.115141,0.115141,16873695.901041
1986-12-12,0.115141,0.115141,0.115141,0.115141,36671047.827791
1986-12-15,0.115141,0.115141,0.107588,0.107588,73634466.4075
1986-12-16,0.107588,0.115141,0.107588,0.107588,112101479.36758
1986-12-17,0.107588,0.115141,0.107588,0.115141,33872691.93454
1986-12-18,0.115141,0.115141,0.115141,0.115141,18377290.281423
1986-12-19,0.115141,0.115141,0.115141,0.115141,82071310.753478
1986-12-22,0.115141,0.115141,0.115141,0.115141,26563541.571578
1986-12-23,0.115141,0.115141,0.115141,0.115141,34499192.59682
1986-12-24,0.115141,0.115141,0.115141,0.115141,10191042.08088
1986-12-26,0.115141,0.115141,0.115141,0.115141,5387890.2475545
1986-12-29,0.115141,0.115141,0.115141,0.115141,60477998.843776
1986-12-30,0.115141,0.115141,0.115141,0.115141,36838117.417384
1986-12-31,0.115141,0.115141,0.115141,0.115141,33872691.93454
1987-01-02,0.115141,0.115141,0.115141,0.115141,18335528.033374
1987-01-05,0.115141,0.122947,0.115141,0.122947,70334903.805209
1987-01-06,0.122947,0.122947,0.122947,0.122947,58055537.168675
1987-01-07,0.122947,0.130619,0.122947,0.130619,88461602.060679
1987-01-08,0.130619,0.138387,0.130619,0.130619,89171635.458015
1987-01-09,0.130619,0.138387,0.130619,0.138387,92387659.146032
1987-01-12,0.138387,0.145989,0.138387,0.145989,186780115.26201
1987-01-13,0.145989,0.145989,0.138387,0.145989,110681414.63265
1987-01-14,0.145989,0.145989,0.138387,0.145989,100740970.75695
1987-01-15,0.145989,0.153602,0.145989,0.153602,169697579.28436
1987-01-16,0.153602,0.153602,0.145989,0.145989,94893659.73541
1987-01-19,0.145989,0.153602,0.145989,0.153602,127972779.35834
1987-01-20,0.153602,0.161574,0.153602,0.153602,138873849.68721
1987-01-21,0.153602,0.169186,0.153602,0.161574,157334685.06212
1987-01-22,0.161574,0.17672,0.153602,0.17672,168277518.66891
1987-01-23,0.17672,0.184403,0.161574,0.161574,461019416.077
1987-01-26,0.161574,0.169186,0.153602,0.161574,169029323.58313
1987-01-27,0.161574,0.17672,0.161574,0.169186,165479161.74579
1987-01-28,0.169186,0.17672,0.169186,0.169186,111266145.83781
1987-01-29,0.169186,0.17672,0.161574,0.161574,114899847.61927
1987-01-30,0.161574,0.17672,0.161574,0.17672,151069698.00686
1987-02-02,0.17672,0.17672,0.17672,0.17672,68037749.471651
1987-02-03,0.17672,0.17672,0.169186,0.169186,86039139.355709
1987-02-04,0.169186,0.17672,0.169186,0.169186,46026764.617837
1987-02-05,0.169186,0.17672,0.169186,0.169186,61856290.002094
1987-02-06,0.169186,0.169186,0.161574,0.161574,66158251.604293
1987-02-09,0.161574,0.161574,0.161574,0.161574,197347058.77013
1987-02-10,0.161574,0.161574,0.161574,0.161574,64779954.266758
1987-02-11,0.161574,0.169186,0.161574,0.169186,87459205.120513
1987-02-12,0.169186,0.184403,0.169186,0.184403,269352639.93362
1987-02-13,0.184403,0.184403,0.17672,0.184403,118575299.29037
1987-02-17,0.184403,0.184403,0.17672,0.184403,102578695.0477
1987-02-18,0.184403,0.184403,0.169186,0.169186,186487751.71917
1987-02-19,0.169186,0.169186,0.161574,0.161574,460810597.62767
1987-02-20,0.161574,0.161574,0.161574,0.161574,127471582.94799
1987-02-23,0.161574,0.17672,0.161574,0.17672,182603468.21043
1987-02-24,0.17672,0.184403,0.17672,0.184403,175210771.72412
1987-02-25,0.184403,0.184403,0.17672,0.17672,94267151.864042
1987-02-26,0.17672,0.19211,0.17672,0.184403,210587063.18838
1987-02-27,0.184403,0.184403,0.184403,0.184403,54463611.023553
1987-03-02,0.184403,0.184403,0.17672,0.17672,115317511.29457
1987-03-03,0.17672,0.17672,0.17672,0.17672,117614667.68786
1987-03-04,0.17672,0.19211,0.17672,0.19211,142382251.33624
1987-03-05,0.19211,0.207491,0.19211,0.199899,185903008.1556
1987-03-06,0.199899,0.199899,0.19211,0.199899,92178823.188909
1987-03-09,0.199899,0.199899,0.19211,0.19211,55507770.21177
1987-03-10,0.19211,0.207491,0.19211,0.199899,107465393.00437
1987-03-11,0.207491,0.207491,0.199899,0.207491,63610489.796736
1987-03-12,0.207491,0.207491,0.199899,0.207491,103455797.00476
1987-03-13,0.207491,0.207491,0.19211,0.199899,152447987.10544
1987-03-16,0.199899,0.199899,0.19211,0.199899,128306915.44791
1987-03-17,0.199899,0.207491,0.199899,0.199899,79105892.479722
1987-03-18,0.207491,0.215211,0.207491,0.215211,173080675.65159
1987-03-19,0.215211,0.215211,0.207491,0.215211,91092900.722773
1987-03-20,0.215211,0.215211,0.215211,0.215211,55466002.814372
1987-03-23,0.215211,0.222912,0.215211,0.215211,97859076.979296
1987-03-24,0.207491,0.215211,0.207491,0.215211,100949809.80368
1987-03-25,0.215211,0.215211,0.215211,0.215211,49075719.746128
1987-03-26,0.215211,0.215211,0.215211,0.215211,48407466.104627
1987-03-27,0.215211,0.222912,0.215211,0.222912,175294299.30983
1987-03-30,0.222912,0.230591,0.215211,0.230591,269937361.86993
1987-03-31,0.230591,0.238322,0.230591,0.230591,181768118.20273
1987-04-01,0.230591,0.238322,0.215211,0.215211,376233303.79259
1987-04-02,0.222912,0.230591,0.222912,0.230591,231971536.05136
1987-04-03,0.230591,0.238322,0.230591,0.238322,225664787.77791
1987-04-06,0.238322,0.238322,0.230591,0.238322,143509942.22963
1987-04-07,0.238322,0.238322,0.222912,0.222912,106922423.01742
1987-04-08,0.222912,0.230591,0.222912,0.230591,154035116.28061
1987-04-09,0.230591,0.230591,0.222912,0.230591,103789932.06447
1987-04-10,0.230591,0.230591,0.230591,0.230591,62900459.489008
1987-04-13,0.230591,0.230591,0.222912,0.222912,72882671.791985
1987-04-14,0.222912,0.230591,0.215211,0.222912,126719788.33248
1987-04-15,0.230591,0.230591,0.230591,0.230591,139166222.49887
1987-04-16,0.230591,0.238322,0.230591,0.238322,272777493.39955
1987-04-20,0.238322,0.238322,0.230591,0.230591,145472967.6827
1987-04-21,0.230591,0.238322,0.222912,0.230591,164142628.71604
1987-04-22,0.230591,0.238322,0.230591,0.238322,108300725.50431
1987-04-23,0.238322,0.238322,0.230591,0.238322,70084307.659777
1987-04-24,0.238322,0.238322,0.230591,0.238322,78562927.64211
1987-04-27,0.238322,0.238322,0.230591,0.238322,77017557.625371
1987-04-28,0.238322,0.253613,0.238322,0.253613,161093674.61762
1987-04-29,0.253613,0.261237,0.245924,0.245924,123503762.58472
1987-04-30,0.245924,0.253613,0.245924,0.245924,127680416.84539
1987-05-01,0.245924,0.253613,0.245924,0.253613,54881274.698839
1987-05-04,0.253613,0.261237,0.253613,0.253613,50078121.835645
1987-05-05,0.253613,0.276695,0.253613,0.276695,160968371.39556
1987-05-06,0.276695,0.276695,0.269093,0.269093,222615839.85871
1987-05-07,0.269093,0.284404,0.269093,0.284404,420129974.39764
1987-05-08,0.284404,0.307456,0.284404,0.299621,217603844.85916
1987-05-11,0.299621,0.299621,0.291999,0.291999,184733539.5661
1987-05-12,0.291999,0.299621,0.276695,0.284404,215306674.0477
1987-05-13,0.284404,0.291999,0.284404,0.291999,106421225.5772
1987-05-14,0.291999,0.299621,0.291999,0.291999,86958006.650428
1987-05-15,0.291999,0.291999,0.284404,0.284404,122292528.65756
1987-05-18,0.284404,0.284404,0.269093,0.276695,250307080.56265
1987-05-19,0.276695,0.276695,0.269093,0.269093,113605083.0168
1987-05-20,0.269093,0.269093,0.253613,0.261237,331167156.35909
1987-05-21,0.261237,0.269093,0.261237,0.269093,135323696.08883
1987-05-22,0.269093,0.269093,0.261237,0.261237,93724193.205649
1987-05-26,0.261237,0.261237,0.261237,0.261237,67995977.954774
1987-05-27,0.261237,0.269093,0.261237,0.261237,70710809.351926
1987-05-28,0.261237,0.276695,0.261237,0.276695,157585287.38678
1987-05-29,0.276695,0.284404,0.276695,0.276695,116570501.29056
1987-06-01,0.276695,0.276695,0.269093,0.269093,43980199.220624
1987-06-02,0.269093,0.276695,0.269093,0.269093,74762168.629472
1987-06-03,0.269093,0.276695,0.269093,0.269093,31366698.554251
1987-06-04,0.269093,0.269093,0.269093,0.269093,29570736.51156
1987-06-05,0.269093,0.269093,0.253613,0.261237,85955606.62065
1987-06-08,0.261237,0.261237,0.253613,0.261237,161803708.01496
1987-06-09,0.261237,0.261237,0.261237,0.261237,37464620.139403
1987-06-10,0.261237,0.261237,0.245924,0.245924,255611433.95566
1987-06-11,0.253613,0.253613,0.230591,0.230591,389682109.15241
1987-06-12,0.230591,0.245924,0.230591,0.238322,284472121.62183
1987-06-15,0.238322,0.238322,0.230591,0.238322,181601069.21053
1987-06-16,0.238322,0.245924,0.238322,0.238322,106630060.50447
1987-06-17,0.238322,0.245924,0.238322,0.245924,103079896.60739
1987-06-18,0.245924,0.253613,0.245924,0.253613,81486581.608076
1987-06-19,0.253613,0.253613,0.245924,0.253613,59183230.121821
1987-06-22,0.253613,0.253613,0.245924,0.245924,126803312.82857
1987-06-23,0.245924,0.245924,0.238322,0.245924,146141243.98134
1987-06-24,0.245924,0.253613,0.245924,0.253613,119911830.26038
1987-06-25,0.253613,0.253613,0.245924,0.253613,63861092.121388
1987-06-26,0.253613,0.253613,0.245924,0.253613,31826127.567197
1987-06-29,0.253613,0.253613,0.245924,0.245924,37172252.477092
1987-06-30,0.253613,0.253613,0.245924,0.245924,55591305.006567
1987-07-01,0.245924,0.245924,0.245924,0.245924,31826127.567197
1987-07-02,0.245924,0.245924,0.238322,0.238322,82488979.578114
1987-07-06,0.238322,0.238322,0.230591,0.230591,94977186.291248
1987-07-07,0.230591,0.230591,0.215211,0.215211,285808661.86068
1987-07-08,0.215211,0.230591,0.215211,0.222912,280546069.68583
1987-07-09,0.222912,0.238322,0.222912,0.230591,134446603.4006
1987-07-10,0.230591,0.230591,0.222912,0.230591,109971390.50414
1987-07-13,0.230591,0.238322,0.230591,0.238322,70084307.659777
1987-07-14,0.238322,0.253613,0.238322,0.253613,221613442.91853
1987-07-15,0.253613,0.253613,0.245924,0.245924,140335690.05848
1987-07-16,0.245924,0.245924,0.238322,0.245924,105836495.40194
1987-07-17,0.245924,0.245924,0.245924,0.245924,74344500.834708
1987-07-20,0.245924,0.245924,0.238322,0.238322,60937426.826854
1987-07-21,0.238322,0.238322,0.238322,0.238322,53001778.89122
1987-07-22,0.238322,0.238322,0.238322,0.238322,77393458.022739
1987-07-23,0.238322,0.238322,0.222912,0.230591,215348461.01262
1987-07-24,0.238322,0.238322,0.230591,0.238322,83741977.813063
1987-07-27,0.238322,0.238322,0.230591,0.238322,60645063.284023
1987-07-28,0.238322,0.245924,0.238322,0.238322,55340702.681916
1987-07-29,0.238322,0.238322,0.230591,0.238322,40137675.900198
1987-07-30,0.238322,0.238322,0.230591,0.230591,80567717.402966
1987-07-31,0.230591,0.230591,0.222912,0.222912,270647395.26727
1987-08-03,0.222912,0.222912,0.215211,0.222912,168736950.77146
1987-08-04,0.222912,0.222912,0.222912,0.222912,195885229.7274
1987-08-05,0.222912,0.238322,0.222912,0.230591,306274284.93672
1987-08-06,0.230591,0.245924,0.230591,0.238322,221237538.40169
1987-08-07,0.238322,0.253613,0.238322,0.245924,248009909.75118
1987-08-10,0.245924,0.245924,0.245924,0.245924,81862485.095053
1987-08-11,0.245924,0.253613,0.238322,0.245924,99404444.936294
1987-08-12,0.245924,0.245924,0.238322,0.238322,61438632.506026
1987-08-13,0.238322,0.253613,0.238322,0.245924,116946396.53859
1987-08-14,0.245924,0.245924,0.245924,0.245924,73717998.112688
1987-08-17,0.245924,0.245924,0.245924,0.245924,48825119.481217
1987-08-18,0.245924,0.245924,0.245924,0.245924,68079515.839181
1987-08-19,0.245924,0.245924,0.238322,0.245924,70919638.099959
1987-08-20,0.245924,0.253613,0.245924,0.253613,118992974.29423
1987-08-21,0.253613,0.261237,0.253613,0.253613,100030943.53883
1987-08-24,0.253613,0.269093,0.253613,0.269093,141755744.49473
1987-08-25,0.269093,0.276695,0.269093,0.276695,269686761.60501
1987-08-26,0.276695,0.284404,0.276695,0.276695,165479161.74579
1987-08-27,0.276695,0.276695,0.276695,0.276695,105042936.47864
1987-08-28,0.276695,0.291999,0.276695,0.284404,166481564.86517
1987-08-31,0.284404,0.284404,0.276695,0.284404,122292528.65756
1987-09-01,0.284404,0.284404,0.269093,0.269093,136117266.34071
1987-09-02,0.269093,0.276695,0.269093,0.276695,113688616.78173
1987-09-03,0.276695,0.284404,0.269093,0.276695,102871073.0087
1987-09-04,0.276695,0.276695,0.269093,0.269093,70126072.997434
1987-09-08,0.269093,0.269093,0.261237,0.269093,139709182.18713
1987-09-09,0.269093,0.276695,0.269093,0.269093,88043939.415262
1987-09-10,0.269093,0.276695,0.269093,0.276695,84368478.475341
1987-09-11,0.276695,0.276695,0.276695,0.276695,59517366.211399
1987-09-14,0.276695,0.284404,0.276695,0.284404,136994359.02892
1987-09-15,0.284404,0.284404,0.276695,0.284404,56635474.493481
1987-09-16,0.284404,0.284404,0.276695,0.276695,83700212.475404
1987-09-17,0.276695,0.284404,0.269093,0.276695,100699210.56864
1987-09-18,0.276695,0.276695,0.276695,0.276695,45901465.515251
1987-09-21,0.253613,0.276695,0.253613,0.253613,124067605.97167
1987-09-22,0.253613,0.276695,0.253613,0.276695,118930314.95917
1987-09-23,0.276695,0.291999,0.276695,0.291999,156186099.14146
1987-09-24,0.284404,0.299621,0.284404,0.291999,171765030.44002
1987-09-25,0.291999,0.315117,0.291999,0.299621,119577693.14092
1987-09-28,0.299621,0.315117,0.291999,0.307456,138560606.56516
1987-09-29,0.307456,0.315117,0.307456,0.307456,83261666.131288
1987-09-30,0.307456,0.32274,0.307456,0.315117,124255551.02102
1987-10-01,0.315117,0.330441,0.315117,0.330441,184503844.62715
1987-10-02,0.330441,0.345791,0.330441,0.345791,190915000.06551
1987-10-05,0.353587,0.376689,0.353587,0.376689,267306065.26757
1987-10-06,0.376689,0.376689,0.353587,0.353587,294454345.25339
1987-10-07,0.353587,0.361132,0.345791,0.345791,182206670.72607
